Taxon, Area, MinAge, MaxAge, Latitude, Longitude, Locality
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 40.8, -96.7, 592
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 42.8, -100, 482
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 42.8, -97.6, 432
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 42.7, -99.8, 433
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 40.6, -103.4, 1277
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 35.5, -106.8, 594
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 35.8, -106, 483
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 36.4, -106, 597
Leptocyon vafer, NorthAmerica, 12.6, 12.7, 34.8, -117, 1514
Leptocyon vafer, NorthAmerica, 13.1, 16.7, 35.7, -107, 1515
Leptocyon vafer, NorthAmerica, 13.5, 15, 35.7, -107, 1516
Leptocyon vafer, NorthAmerica, 13.5, 13.8, 36.5, -107, 600
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 49.2, -106.2, 1412
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.8, -100.5, 1517
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.6, -98, 435
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.8, -100.8, 437
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.7, -100, 436
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.5, -98.1, 603
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.9, -98.8, 604
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 40.2, -101.1, 485
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 40.8, -103.1, 1518
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 40.2, -98.5, 605
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.8, -100, 486
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 42.8, -99.7, 606
Leptocyon vafer, NorthAmerica, 13.6, 15.97, 35.5, -106.2, 487
Leptocyon vafer, NorthAmerica, 13.7, 13.7, 38.1, -117.3, 574
Leptocyon vafer, NorthAmerica, 14.8, 16, 38.6, -117.9, 577
Leptocyon vafer, NorthAmerica, 15.2, 15.2, 35.5, -106.2, 197
Leptocyon vafer, NorthAmerica, 16, 17.5, 42.4, -103, 1233
Leptocyon vulpinus, NorthAmerica, 17.5, 18.8, 42.4, -103.3, 267
Leptocyon vulpinus, NorthAmerica, 17.5, 18.8, 42.8, -102, 147
Leptocyon vulpinus, NorthAmerica, 18.8, 23, 33.6, -117.8, 1519
Leptocyon vulpinus, NorthAmerica, 18.8, 19.5, 43.4, -102.5, 1520
Leptocyon vulpinus, NorthAmerica, 19.5, 23, 42.4, -103.8, 1252
Leptocyon vulpinus, NorthAmerica, 19.8, 19.8, 42.8, -103.1, 150
Leptocyon vulpinus, NorthAmerica, 19.9, 19.9, 42.8, -103.1, 158
Leptocyon vulpinus, NorthAmerica, 19.9, 19.9, 42.2, -103.1, 156
Leptocyon vulpinus, NorthAmerica, 20.43, 30.8, 33.6, -117.6, 1521
Leptocyon vulpinus, NorthAmerica, 20.43, 30.8, 44.8, -119.8, 1522
Leptocyon vulpinus, NorthAmerica, 23, 28.1, 43.2, -102.4, 1202
Leptocyon vulpinus, NorthAmerica, 23.1, 23.1, 43.3, -102.5, 1523
Lycalopex culpaeus, SouthAmerica, 0.012, 2.588, -1.8, -78.6, 1524
Lycalopex gymnocercus, SouthAmerica, 0, 0.012, -38.5, -62.1, 1525
Lycalopex gymnocercus, SouthAmerica, 0.781, 2.588, -21.5, -64.7, 942
Lycalopex sechurae, SouthAmerica, 0.012, 0.781, -2.2, -80.9, 1526
Lycaon pictus, Africa, 0.01, 1.95, 33.6, -7.6, 839
Lycaon pictus, Africa, 0.01, 0.126, -23.6, 29.2, 1148
Lycaon pictus, Africa, 0.01, 1.95, -33, 18.4, 1149
Lycaon pictus, Africa, 0.01, 1.95, -34.1, 19.3, 1527
Lycaon pictus, Africa, 0.012, 0.126, -29.8, 16.6, 1155
Lycaon pictus, Africa, 0.126, 0.8, 33.6, -7.6, 840
Lycaon sekowei, Africa, 2.588, 3.6, -25.9, 27.8, 1528
Mececyon trinilensis, Asia, 1.2, 1.8, -7.4, 111.3, 1529
Mesocyon brachyops, NorthAmerica, 20.43, 30.8, 44.7, -119.6, 449
Mesocyon brachyops, NorthAmerica, 23, 28.1, 44.9, -123, 450
Mesocyon brachyops, NorthAmerica, 25.5, 25.6, 44.7, -119.6, 451
Mesocyon brachyops, NorthAmerica, 25.7, 25.9, 44.7, -119.7, 1196
Mesocyon brachyops, NorthAmerica, 28.1, 30, 34.3, -118.9, 681
Mesocyon brachyops, NorthAmerica, 28.1, 30, 44.7, -119.7, 361
Mesocyon brachyops, NorthAmerica, 28.1, 30, 44.9, -123, 1198
Mesocyon brachyops, NorthAmerica, 30.7, 30.8, 34.3, -119, 507
Mesocyon coryphaeus, NorthAmerica, 20.43, 30.8, 44.7, -119.6, 449
Mesocyon coryphaeus, NorthAmerica, 28.1, 30, 40.7, -118, 1530
Mesocyon coryphaeus, NorthAmerica, 28.1, 30, 34.3, -118.9, 681
Mesocyon coryphaeus, NorthAmerica, 28.1, 30, 44.7, -119.7, 361
Mesocyon coryphaeus, NorthAmerica, 28.9, 29, 32.9, -117.1, 1531
Mesocyon temnodon, NorthAmerica, 23, 28.1, 42.1, -103.8, 1342
Mesocyon temnodon, NorthAmerica, 24.4, 24.6, 42.4, -103.8, 1345
Mesocyon temnodon, NorthAmerica, 25.2, 25.2, 41.3, -105.1, 1532
Mesocyon temnodon, NorthAmerica, 26.3, 30.8, 43.3, -102.5, 455
Mesocyon temnodon, NorthAmerica, 28.1, 30, 41.6, -103.3, 674
Mesocyon temnodon, NorthAmerica, 28.1, 30, 43.1, -102.3, 456
Mesocyon temnodon, NorthAmerica, 30, 31.4, 39.7, -105, 1533
Mesocyon temnodon, NorthAmerica, 30, 32, 44.5, -100, 351
Mesocyon temnodon, NorthAmerica, 30, 32, 40.8, -96.7, 352
Mesocyon temnodon, NorthAmerica, 30.8, 33.3, 43.9, -102.4, 1534
Mesocyon temnodon, NorthAmerica, 30.8, 33.3, 43.3, -102.5, 1287
Mesocyon temnodon, NorthAmerica, 30.8, 33.3, 41.4, -102.4, 1535
Mesocyon temnodon, NorthAmerica, 30.8, 33.3, 42, -104.2, 678
Mesocyon temnodon, NorthAmerica, 30.8, 33.3, 43.2, -103.2, 684
Mesocyon temnodon, NorthAmerica, 31.5, 31.6, 40.8, -103.1, 1536
Mesocyon temnodon, NorthAmerica, 31.5, 33.1, 43.3, -102.5, 1537
Mesocyon temnodon, NorthAmerica, 31.8, 31.8, 41.7, -103.1, 1538
Mesocyon temnodon, NorthAmerica, 31.8, 33.2, 41.7, -103.1, 1539
Mesocyon temnodon, NorthAmerica, 32, 33.7, 45.6, -103.6, 83
Mesocyon temnodon, NorthAmerica, 32.5, 32.6, 43.3, -102.5, 1462
Mesocyon temnodon, NorthAmerica, 33, 33.1, 43.3, -102.5, 1290
Mesocyon temnodon, NorthAmerica, 33.1, 33.1, 43.5, -101.9, 1291
Mesocyon temnodon, NorthAmerica, 33.3, 33.9, 43.3, -102.5, 84
Metalopex bakeri, NorthAmerica, 6.8, 7.6, 36.2, -100.1, 787
Metalopex bakeri, NorthAmerica, 9.2, 9.3, 36.1, -100.1, 794
Metalopex macconnelli, NorthAmerica, 7.6, 9, 35.5, -118.1, 1179
Metalopex macconnelli, NorthAmerica, 7.6, 10.1, 44.9, -123, 1540
Metalopex macconnelli, NorthAmerica, 9, 10.1, 37.8, -121.9, 545
Metalopex macconnelli, NorthAmerica, 9, 12.1, 35.4, -118, 533
Metalopex macconnelli, NorthAmerica, 9, 12.5, 34.3, -112.5, 1174
Metalopex macconnelli, NorthAmerica, 10.3, 13.6, 34.5, -112.5, 1541
Metalopex macconnelli, NorthAmerica, 11.6, 11.6, 34.5, -112.5, 1178
Metalopex merriami, NorthAmerica, 2.5, 4.9, 43.6, -116.2, 744
Metalopex merriami, NorthAmerica, 6.8, 7.6, 35.5, -118.9, 1542
Metalopex merriami, NorthAmerica, 6.8, 7.6, 40.4, -100.3, 540
Metalopex merriami, NorthAmerica, 6.8, 7.6, 44.5, -119.7, 1543
Metalopex merriami, NorthAmerica, 7.5, 13.3, 40.5, -100.5, 1392
Metalopex merriami, NorthAmerica, 7.6, 9, 41.9, -118.8, 1395
Metalopex merriami, NorthAmerica, 7.6, 9, 34.8, -106.7, 1368
Metalopex merriami, NorthAmerica, 7.9, 8, 42, -117, 1371
Metalopex merriami, NorthAmerica, 9.6, 9.6, 41.1, -117.8, 1397
Metalopex merriami, NorthAmerica, 11.8, 11.8, 35.3, -118.5, 422
Metalopex merriami, NorthAmerica, 15.4, 15.7, 44.9, -120.2, 1544
Metatomarctus canavus, NorthAmerica, 14.8, 16, 41.2, -119.3, 1545
Metatomarctus canavus, NorthAmerica, 15.97, 20.43, 29.7, -82.6, 299
Metatomarctus canavus, NorthAmerica, 15.97, 20.43, 42.2, -103.1, 1232
Metatomarctus canavus, NorthAmerica, 15.97, 20.43, 42.8, -100.8, 1546
Metatomarctus canavus, NorthAmerica, 15.97, 20.43, 33.8, -117.7, 1264
Metatomarctus canavus, NorthAmerica, 16, 17.5, 42.4, -107.6, 1235
Metatomarctus canavus, NorthAmerica, 16, 18.8, 28.1, -81.6, 300
Metatomarctus canavus, NorthAmerica, 16, 17.5, 39.2, -119.8, 1547
Metatomarctus canavus, NorthAmerica, 17.2, 17.2, 41.1, -117.8, 1548
Metatomarctus canavus, NorthAmerica, 17.5, 18.8, 38.6, -121.5, 1256
Metatomarctus canavus, NorthAmerica, 17.5, 18.8, 42.8, -102, 147
Metatomarctus canavus, NorthAmerica, 17.5, 18.8, 41.8, -103.1, 1239
Metatomarctus canavus, NorthAmerica, 17.5, 18.8, 39.2, -75.5, 1549
Metatomarctus canavus, NorthAmerica, 17.5, 18.8, 35.6, -106.8, 1257
Metatomarctus canavus, NorthAmerica, 18.1, 21.7, 43.2, -108.2, 1550
Metatomarctus canavus, NorthAmerica, 18.1, 18.1, 34.8, -117, 1551
Metatomarctus canavus, NorthAmerica, 18.5, 20.2, 42.8, -103.1, 1248
Metatomarctus canavus, NorthAmerica, 18.5, 18.5, 42.2, -103.1, 1249
Metatomarctus canavus, NorthAmerica, 18.5, 20.2, 42.2, -103.1, 269
Metatomarctus canavus, NorthAmerica, 19.3, 19.4, 39.2, -75.6, 378
Metatomarctus canavus, NorthAmerica, 19.3, 20, 42.8, -103.1, 1250
Metatomarctus canavus, NorthAmerica, 19.5, 19.6, 41.7, -103.1, 271
Metatomarctus canavus, NorthAmerica, 19.5, 19.5, 42.7, -102.5, 263
Metatomarctus canavus, NorthAmerica, 19.5, 19.5, 42.2, -103.1, 1253
Metatomarctus canavus, NorthAmerica, 19.6, 19.6, 35.7, -107, 1258
Metatomarctus canavus, NorthAmerica, 19.7, 20.2, 43.2, -107.1, 1552
Metatomarctus canavus, NorthAmerica, 19.8, 19.9, 42.2, -103.1, 151
Metatomarctus canavus, NorthAmerica, 19.8, 19.9, 42.8, -103.1, 152
Metatomarctus canavus, NorthAmerica, 19.9, 19.9, 42.2, -103.1, 156
Metatomarctus canavus, NorthAmerica, 19.9, 19.9, 42.4, -103.3, 157
Metatomarctus canavus, NorthAmerica, 19.9, 20, 42.8, -100.8, 1315
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 40.5, -108.2, 1553
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 39.7, -105, 318
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 40.8, -104.1, 187
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 30.3, -96, 593
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 35, -117, 434
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 35.5, -106.8, 594
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 36.1, -106.2, 595
Microtomarctus conferta, NorthAmerica, 12.5, 14.8, 35.8, -106, 483
Microtomarctus conferta, NorthAmerica, 13.1, 13.8, 40.6, -108.1, 1554
Microtomarctus conferta, NorthAmerica, 13.1, 16.7, 30.7, -94.7, 1555
Microtomarctus conferta, NorthAmerica, 13.1, 16.7, 41, -115.5, 1556
Microtomarctus conferta, NorthAmerica, 13.1, 16.7, 35.7, -107, 1515
Microtomarctus conferta, NorthAmerica, 13.6, 15.97, 42.2, -103.7, 1451
Microtomarctus conferta, NorthAmerica, 13.6, 15.97, 34.8, -117, 188
Microtomarctus conferta, NorthAmerica, 13.6, 15.97, 35.5, -106.2, 487
Microtomarctus conferta, NorthAmerica, 13.7, 13.7, 38.1, -117.3, 574
Microtomarctus conferta, NorthAmerica, 13.7, 13.8, 40.8, -104.2, 189
Microtomarctus conferta, NorthAmerica, 13.7, 16.7, 35.7, -107, 1557
Microtomarctus conferta, NorthAmerica, 13.9, 14, 36.5, -107, 608
Microtomarctus conferta, NorthAmerica, 14, 14, 35, -117.1, 438
Microtomarctus conferta, NorthAmerica, 14, 14.2, 34.8, -117, 439
Microtomarctus conferta, NorthAmerica, 14.1, 14.2, 34.8, -117, 440
Microtomarctus conferta, NorthAmerica, 14.1, 14.4, 34.8, -117, 575
Microtomarctus conferta, NorthAmerica, 14.3, 14.4, 34.8, -117, 576
Microtomarctus conferta, NorthAmerica, 14.8, 16, 38.6, -121.5, 1558
Microtomarctus conferta, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Microtomarctus conferta, NorthAmerica, 14.8, 16, 40.9, -103.9, 320
Microtomarctus conferta, NorthAmerica, 14.8, 16, 39.7, -105, 1559
Microtomarctus conferta, NorthAmerica, 14.8, 16, 39.2, -119.8, 1560
Microtomarctus conferta, NorthAmerica, 14.8, 16, 41, -116, 1561
Microtomarctus conferta, NorthAmerica, 14.8, 16, 38.6, -117.9, 577
Microtomarctus conferta, NorthAmerica, 14.8, 16, 35.1, -116.6, 192
Microtomarctus conferta, NorthAmerica, 14.8, 16, 35, -117.1, 193
Microtomarctus conferta, NorthAmerica, 14.8, 16, 35.6, -106.7, 1562
Microtomarctus conferta, NorthAmerica, 14.8, 16, 36, -106, 195
Microtomarctus conferta, NorthAmerica, 15, 15.1, 34.8, -117, 196
Microtomarctus conferta, NorthAmerica, 15.2, 15.2, 35.5, -106.2, 197
Microtomarctus conferta, NorthAmerica, 15.3, 15.3, 35.5, -106.2, 1231
Microtomarctus conferta, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Microtomarctus conferta, NorthAmerica, 15.97, 20.43, 40.8, -104.2, 578
Microtomarctus conferta, NorthAmerica, 16, 17.5, 42.2, -103.8, 144
Microtomarctus conferta, NorthAmerica, 16, 17.5, 35.7, -106.8, 1563
Microtomarctus conferta, NorthAmerica, 16, 17.5, 35.9, -106.2, 1236
Microtomarctus conferta, NorthAmerica, 16.4, 16.5, 42.4, -103.8, 1237
Nyctereutes abdeslami, Africa, 1.81, 2.2, 33.6, -7.6, 876
Nyctereutes barryi, Africa, 1.81, 2.59, -3.5, 35, 1564
Nyctereutes donnezani, Europe, 2.6, 3.4, 42.1, -2, 1565
Nyctereutes donnezani, Europe, 3.2, 4.2, 52.4, 22.1, 1566
Nyctereutes donnezani, Asia, 3.4, 4.2, 40.2, 32.5, 1567
Nyctereutes donnezani, Europe, 3.4, 4.2, 42.7, 2.9, 1413
Nyctereutes donnezani, Europe, 3.4, 4.2, 50.1, 18.8, 1568
Nyctereutes donnezani, Europe, 3.4, 4.2, 46.1, 28.1, 1569
Nyctereutes donnezani, Europe, 3.4, 4.2, 40.3, -1.1, 1414
Nyctereutes donnezani, Europe, 3.4, 4.2, 41, -2.2, 1570
Nyctereutes donnezani, Europe, 4.2, 5.3, 42.6, 2.9, 1571
Nyctereutes donnezani, Europe, 4.2, 5.3, 40.3, -1.1, 1572
Nyctereutes donnezani, Europe, 4.2, 5.3, 40.4, -1.1, 1573
Nyctereutes donnezani, Europe, 5.3, 7.1, 39.4, -0.4, 2
Nyctereutes lockwoodi, Africa, 2.6, 3.56, 11.1, 40.7, 1574
Nyctereutes megamastoides, Europe, 1.806, 2.588, 45.1, 3.5, 1575
Nyctereutes megamastoides, Europe, 1.806, 2.588, 40.2, -0.9, 1576
Nyctereutes megamastoides, Europe, 1.95, 2.6, 45.1, 3.3, 1577
Nyctereutes megamastoides, Europe, 1.95, 2.6, 43.9, 6.2, 1578
Nyctereutes megamastoides, Europe, 1.95, 2.6, 45.3, 3.1, 1579
Nyctereutes megamastoides, Europe, 1.95, 2.6, 45.2, 4.8, 1580
Nyctereutes megamastoides, Europe, 1.95, 2.6, 43.5, 6.2, 1306
Nyctereutes megamastoides, Europe, 1.95, 2.6, 40.1, 21.3, 1581
Nyctereutes megamastoides, Europe, 1.95, 2.6, 39.1, 22.4, 1582
Nyctereutes megamastoides, Europe, 1.95, 2.6, 41.1, 25.3, 1583
Nyctereutes megamastoides, Europe, 1.95, 3.4, 43.7, 10.7, 1584
Nyctereutes megamastoides, Europe, 1.95, 3.4, 44.9, 8, 39
Nyctereutes megamastoides, Europe, 1.95, 2.6, 44.5, 24, 1585
Nyctereutes megamastoides, Europe, 1.95, 2.6, 40.2, -0.9, 1586
Nyctereutes megamastoides, Asia, 2.433, 2.917, 38.4, 69.7, 1002
Nyctereutes megamastoides, Europe, 2.5, 2.5, 45.5, 3.2, 1587
Nyctereutes megamastoides, Europe, 2.588, 5.332, 42.1, -2.1, 1588
Nyctereutes megamastoides, Europe, 2.6, 3.4, 45.5, 3.2, 1005
Nyctereutes megamastoides, Europe, 2.6, 3.4, 42, 46, 1589
Nyctereutes megamastoides, Europe, 2.6, 3, 50.5, 106.9, 1007
Nyctereutes megamastoides, Europe, 2.6, 3.4, 38.9, -1.6, 1590
Nyctereutes megamastoides, Europe, 2.6, 3.4, 42.1, -2, 1565
Nyctereutes megamastoides, Asia, 2.675, 3.158, 48, 94, 1591
Nyctereutes megamastoides, Asia, 2.675, 3.158, 50.1, 106.2, 1438
Nyctereutes procyonoides, Asia, 0, 0.7, 39.7, 115.9, 974
Nyctereutes procyonoides, Asia, 0, 2.588, 31.6, 119.2, 1592
Nyctereutes procyonoides, Asia, 0.012, 0.126, 41.4, 141.4, 1108
Nyctereutes procyonoides, Asia, 0.012, 0.126, 23, 120, 1593
Nyctereutes sinensis, Asia, 0, 0.7, 39.7, 115.9, 974
Nyctereutes sinensis, Asia, 0.012, 2.588, 41.2, 123.4, 1594
Nyctereutes sinensis, Asia, 0.6, 1.3, 34.4, 109.5, 1220
Nyctereutes sinensis, Asia, 0.781, 2.588, 31.1, 118.1, 1595
Nyctereutes sinensis, Asia, 1.2, 1.8, 34.1, 110.1, 1596
Nyctereutes sinensis, Asia, 1.2, 1.8, 35.8, 116.8, 985
Nyctereutes sinensis, Asia, 1.2, 1.8, 36.5, 118.1, 1597
Nyctereutes sinensis, Asia, 1.2, 1.8, 39.7, 115.9, 986
Nyctereutes sinensis, Asia, 1.81, 2.59, 37, 113, 1598
Nyctereutes sinensis, Europe, 1.81, 2.59, 50.5, 106.9, 990
Nyctereutes sinensis, Asia, 1.95, 2.6, 40.2, 114.2, 1305
Nyctereutes sinensis, Asia, 2.6, 3.4, 35, 107.7, 1599
Nyctereutes sinensis, Asia, 2.6, 3.4, 34.5, 109.5, 1600
Nyctereutes sinensis, Asia, 2.6, 3.4, 39.9, 114.5, 1437
Nyctereutes sinensis, Europe, 2.6, 3, 50.5, 106.9, 1007
Nyctereutes tingi, Europe, 1.95, 2.6, 43.2, 23.3, 1601
Nyctereutes tingi, Asia, 2.588, 5.332, 31.8, 79.5, 1602
Nyctereutes tingi, Asia, 2.6, 3.4, 37, 113, 1449
Nyctereutes tingi, Asia, 3.4, 5.3, 37, 113, 1415
Nyctereutes tingi, Europe, 3.4, 4.2, 40.3, 22.4, 1603
Nyctereutes tingi, Asia, 3.5, 4.2, 31.6, 79.8, 1604
Osbornodon brachypus, NorthAmerica, 15.97, 20.43, 42.1, -105, 1316
Osbornodon brachypus, NorthAmerica, 18.8, 19.5, 41.7, -104.7, 112
Osbornodon brachypus, NorthAmerica, 20.7, 20.7, 42, -104.2, 1262
Osbornodon fricki, NorthAmerica, 13.6, 15.97, 42.2, -103.7, 1451
Osbornodon fricki, NorthAmerica, 13.6, 15.97, 34.8, -117, 188
Osbornodon fricki, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Osbornodon fricki, NorthAmerica, 14.8, 16, 35.1, -116.6, 192
Osbornodon fricki, NorthAmerica, 14.8, 16, 36, -106, 195
Osbornodon fricki, NorthAmerica, 15.2, 15.2, 35.5, -106.2, 197
Osbornodon fricki, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Osbornodon fricki, NorthAmerica, 16, 17.5, 42.2, -103.7, 143
Osbornodon fricki, NorthAmerica, 16, 17.5, 42.2, -103.8, 144
Osbornodon fricki, NorthAmerica, 16, 17.5, 42.7, -102.8, 1234
Osbornodon fricki, NorthAmerica, 16.4, 16.5, 42.4, -103.8, 1237
Osbornodon fricki, NorthAmerica, 17.1, 17.1, 42.4, -103.8, 1605
Osbornodon fricki, NorthAmerica, 17.3, 17.3, 42.4, -103.8, 1507
Osbornodon fricki, NorthAmerica, 17.6, 17.6, 42.8, -103.1, 1242
Osbornodon fricki, NorthAmerica, 17.6, 17.7, 42.4, -103.8, 1243
Osbornodon fricki, NorthAmerica, 17.6, 17.6, 42.4, -103.8, 145
Osbornodon iamonensis, NorthAmerica, 15.97, 23.03, 30.6, -84.3, 1606
Osbornodon iamonensis, NorthAmerica, 15.97, 20.43, 29.7, -82.6, 299
Osbornodon iamonensis, NorthAmerica, 16, 17.5, 42.4, -103, 1233
Osbornodon iamonensis, NorthAmerica, 16, 18.8, 28.1, -81.6, 300
Osbornodon iamonensis, NorthAmerica, 16, 18.8, 29.9, -85, 1607
Osbornodon iamonensis, NorthAmerica, 17.5, 18.8, 41.8, -103.1, 1239
Osbornodon iamonensis, NorthAmerica, 17.5, 18.8, 30.4, -96.1, 1265
Osbornodon iamonensis, NorthAmerica, 18.5, 18.5, 42.2, -103.1, 1249
Osbornodon iamonensis, NorthAmerica, 18.8, 19.5, 42.4, -103.7, 346
Osbornodon iamonensis, NorthAmerica, 18.8, 19.5, 29.6, -82.4, 1608
Osbornodon iamonensis, NorthAmerica, 19.5, 28.1, 29.6, -83, 339
Osbornodon iamonensis, NorthAmerica, 19.5, 19.6, 41.7, -103.1, 271
Osbornodon renjiei, NorthAmerica, 30, 32, 44.5, -100, 351
Osbornodon renjiei, NorthAmerica, 30, 32, 40.8, -96.7, 352
Osbornodon renjiei, NorthAmerica, 31.9, 32, 42.4, -103.8, 1609
Osbornodon renjiei, NorthAmerica, 32, 33.7, 46.8, -100.8, 1460
Osbornodon renjiei, NorthAmerica, 33.5, 33.6, 46.9, -102.8, 1476
Osbornodon scitulus, NorthAmerica, 18.6, 18.7, 30.3, -95.7, 375
Osbornodon scitulus, NorthAmerica, 19.3, 19.3, 29.3, -83.2, 1314
Osbornodon scitulus, NorthAmerica, 19.8, 19.8, 42.8, -103.1, 150
Osbornodon sesnoni, NorthAmerica, 20.43, 30.8, 44.7, -119.6, 449
Osbornodon sesnoni, NorthAmerica, 28.1, 30, 44.7, -119.7, 361
Osbornodon sesnoni, NorthAmerica, 30, 32, 44.5, -100, 351
Osbornodon sesnoni, NorthAmerica, 30.8, 33.3, 43.3, -102.5, 1287
Osbornodon sesnoni, NorthAmerica, 30.8, 33.3, 43.5, -101.9, 683
Osbornodon wangi, NorthAmerica, 23, 28.1, 28.1, -82.4, 1344
Osbornodon wangi, NorthAmerica, 24.7, 24.8, 28.5, -82.2, 1346
Otarocyon cooki, NorthAmerica, 23, 28.1, 41.7, -104.3, 660
Otarocyon cooki, NorthAmerica, 23, 28.1, 42.7, -104.8, 656
Otarocyon cooki, NorthAmerica, 24.9, 24.9, 43.3, -102.5, 1260
Otarocyon cooki, NorthAmerica, 24.9, 25, 42, -104.2, 657
Otarocyon cooki, NorthAmerica, 24.9, 25.2, 43, -104.5, 1610
Otarocyon cooki, NorthAmerica, 25.2, 25.2, 43, -104.5, 670
Otarocyon cooki, NorthAmerica, 26.3, 30.8, 43.3, -102.5, 455
Otarocyon cooki, NorthAmerica, 28.1, 30, 42.7, -104.8, 676
Otarocyon cooki, NorthAmerica, 28.1, 30, 43.1, -102.3, 456
Otarocyon macdonaldi, NorthAmerica, 32, 33.7, 45.6, -103.6, 83
Otarocyon macdonaldi, NorthAmerica, 32, 33.7, 46.6, -112, 1611
Otarocyon macdonaldi, NorthAmerica, 33.3, 33.9, 43.9, -102.4, 1466
Otarocyon macdonaldi, NorthAmerica, 33.3, 33.9, 46.6, -112.1, 1463
Otocyon megalotis, Africa, 0.01, 0.126, -23.6, 29.2, 1148
Otocyon megalotis, Africa, 0.012, 0.126, -29.8, 16.6, 1155
Otocyon recki, Africa, 0.01, 1.95, -26.1, 27.8, 1151
Oxetocyon cuspidatus, NorthAmerica, 28.1, 30, 41.6, -103.3, 674
Oxetocyon cuspidatus, NorthAmerica, 30, 32, 44.5, -100, 351
Oxetocyon cuspidatus, NorthAmerica, 31.1, 31.2, 41.7, -103.1, 686
Oxetocyon cuspidatus, NorthAmerica, 31.1, 31.3, 41.7, -103.1, 1612
Oxetocyon cuspidatus, NorthAmerica, 31.1, 31.3, 42.4, -103.8, 1613
Oxetocyon cuspidatus, NorthAmerica, 31.2, 31.3, 43.3, -102.5, 1614
Oxetocyon cuspidatus, NorthAmerica, 32.3, 32.4, 43.2, -103.2, 1615
Oxetocyon cuspidatus, NorthAmerica, 33, 33, 43.2, -103.2, 1616
Paracynarctus kelloggi, NorthAmerica, 12.5, 14.8, 40.8, -96.7, 592
Paracynarctus kelloggi, NorthAmerica, 12.5, 14.8, 36.1, -106.2, 595
Paracynarctus kelloggi, NorthAmerica, 13.6, 15.97, 41.1, -117.8, 1617
Paracynarctus kelloggi, NorthAmerica, 13.7, 13.7, 38.1, -117.3, 574
Paracynarctus kelloggi, NorthAmerica, 13.7, 16.7, 35.7, -107, 1557
Paracynarctus kelloggi, NorthAmerica, 13.9, 18.3, 39.8, -106.6, 1618
Paracynarctus kelloggi, NorthAmerica, 13.9, 18.3, 40.4, -118.1, 1619
Paracynarctus kelloggi, NorthAmerica, 14.8, 16, 41.8, -119, 1620
Paracynarctus kelloggi, NorthAmerica, 14.8, 16, 38.6, -117.9, 577
Paracynarctus kelloggi, NorthAmerica, 14.8, 16, 35.1, -116.6, 192
Paracynarctus kelloggi, NorthAmerica, 14.8, 16, 36, -106, 195
Paracynarctus kelloggi, NorthAmerica, 15, 15.1, 34.8, -117, 196
Paracynarctus kelloggi, NorthAmerica, 15.2, 15.2, 35.5, -106.2, 197
Paracynarctus kelloggi, NorthAmerica, 15.3, 15.3, 35.5, -106.2, 1231
Paracynarctus kelloggi, NorthAmerica, 15.97, 20.43, 42.8, -103.1, 261
Paracynarctus kelloggi, NorthAmerica, 16, 17.5, 35.2, -118.3, 1621
Paracynarctus kelloggi, NorthAmerica, 16, 17.5, 42.4, -107.6, 1235
Paracynarctus kelloggi, NorthAmerica, 16, 17.5, 39.7, -105, 1622
Paracynarctus kelloggi, NorthAmerica, 16, 17.5, 41.7, -119.7, 1623
Paracynarctus kelloggi, NorthAmerica, 16, 17.5, 35.7, -106.8, 1563
Paracynarctus kelloggi, NorthAmerica, 16, 17.5, 35.9, -106.2, 1236
Paracynarctus kelloggi, NorthAmerica, 17.5, 18.8, 42.8, -102, 147
Paracynarctus kelloggi, NorthAmerica, 17.5, 18.8, 39.2, -75.5, 1549
